ID,Duration..in.seconds.,Finished,Instruction_1,Instruction_2,Instruction_3,Instruction_4,Sender_Response,Responder_3,Responder_6,Responder_9,Responder_12,Responder_15,Responder_18,Responder_21,Responder_24,Responder_27,Responder_30,Comp_Sender_3,Comp_Responder_2,Attractiveness,Trustworthy,COVID_19_vaccine,COVID_19_vaccine_attitude,Mask_attitude,mask_prevents_Covid.19,Protect_themselves_or_others,understanding_difficulty,Picture_label,Order,time_taken,age,Ethnicity,Highest.education.level.completed,Nationality,Sex,Pic.Mask,Pic.Gender
277,287,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,5,6,7,8,9,10,£9,£2,0,47,No,Strongly agree,5,8,Equally themselves and other,No,M3M,SenderFirst,301.902,36,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
70,333,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,5,6,8,10,10,12,13,£9,£2,13,19,No,Neither agree nor disagree,2,4,Equally themselves and other,No,M1M,SenderFirst,337.208,20,Black/British,High school diploma/A-levels,United Kingdom,Female,M,M
105,233,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,4,5,5,5,5,5,5,£9,£2,34,30,No,Strongly agree,8,8,Equally themselves and other,No,F1M,ResponderFirst,236.381,35,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
13,311,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,6,9,10,12,14,15,£9,£2,64,54,Yes,,8,9,Mostly themselves,No,F2M,SenderFirst,314.368,19,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
307,453,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,1,3,5,7,10,13,13,15,£9,£2,3,24,Yes,,4,5,Equally themselves and other,No,M3U,SenderFirst,457.096,33,White/Caucasian,Undergraduate degree (BA/BSc/other),Hungary,Female,U,M
188,1056,TRUE,TRUE,FALSE,FALSE,TRUE,7,1,3,4,6,7,9,12,12,14,15,£9,£2,16,15,Yes,,2,7,Mostly others,Yes,F3U,SenderFirst,1059.492,53,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
254,353,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,4,5,8,11,13,16,19,21,£9,£2,50,65,Yes,,2,7,Equally themselves and other,No,F4M,SenderFirst,358.151,31,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
325,338,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,5,6,7,8,9,10,£9,£2,49,50,Yes,,7,9,Equally themselves and other,No,M3M,SenderFirst,386.035,39,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
14,258,TRUE,TRUE,FALSE,FALSE,TRUE,10,3,6,9,12,15,18,21,24,27,30,£9,£2,48,51,Yes,,7,7,Equally themselves and other,No,F3U,SenderFirst,264.141,29,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
316,268,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,4,5,6,7,8,9,10,£9,£2,4,50,Yes,,0,3,Equally themselves and other,No,M1U,SenderFirst,274.283,34,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
327,569,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,£9,£2,32,56,Yes,,0,1,Only themselves,No,M4U,ResponderFirst,575.848,38,White/Caucasian,Technical/community college,United Kingdom,Female,U,M
65,357,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,6,7,9,10,12,13,15,£9,£2,50,70,Yes,,4,7,Mostly others,No,M1U,ResponderFirst,361.42,29,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
216,244,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,£9,£2,50,48,Yes,,6,6,Mostly themselves,No,F4M,SenderFirst,251.179,32,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,F
40,198,TRUE,TRUE,FALSE,FALSE,TRUE,6,1,0,2,0,15,1,9,10,1,6,£9,£2,21,1,Yes,,5,8,Equally themselves and other,No,M4U,ResponderFirst,202.814,21,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
346,499,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,0,1,2,2,3,2,4,4,5,£9,£2,42,53,No,Neither agree nor disagree,1,2,Equally themselves and other,No,F3U,SenderFirst,508.463,54,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,F
374,323,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,1,3,7,10,9,10,13,17,£9,£2,46,51,Yes,,7,7,Equally themselves and other,No,F2M,ResponderFirst,328.51,37,White/Caucasian,Doctorate degree (PhD/other),Sweden,Female,M,F
123,507,TRUE,TRUE,FALSE,FALSE,TRUE,7,2,4,6,6,8,9,10,12,13,15,£9,£2,27,33,Yes,,1,6,Equally themselves and other,No,F3U,ResponderFirst,510.662,40,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
153,357,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,5,6,8,9,10,12,13,15,£9,£2,44,40,Yes,,5,6,Mostly others,No,M2M,ResponderFirst,368.329,35,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,M
160,434,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,4,5,5,6,8,11,12,15,£9,£2,43,91,No,Strongly agree,8,6,Equally themselves and other,No,F4M,SenderFirst,437.513,22,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
167,366,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,3,5,7,7,12,14,16,18,15,£9,£2,12,37,No,Strongly agree,1,7,Equally themselves and other,No,M2M,ResponderFirst,371.87,33,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,M
185,371,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,2,3,4,5,6,7,8,9,10,£9,£2,49,40,Yes,,6,7,Mostly themselves,No,M2M,ResponderFirst,375.997,51,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
152,347,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,6,8,10,10,13,15,15,15,£9,£2,49,52,Yes,,4,7,Equally themselves and other,No,M3U,ResponderFirst,351.635,25,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
8,346,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,0,1,3,4,7,9,10,13,15,£9,£2,34,27,Yes,,7,7,Equally themselves and other,No,M4U,SenderFirst,352.124,23,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
381,388,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,5,6,8,9,11,12,14,15,£9,£2,51,50,Yes,,7,9,Equally themselves and other,No,M4M,ResponderFirst,393.833,45,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
66,291,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,5,6,8,9,12,12,14,15,£9,£2,17,49,No,Strongly agree,5,7,Equally themselves and other,No,M3M,ResponderFirst,294.952,18,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
279,663,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,0,1,3,5,6,7,8,10,13,£9,£2,49,48,Yes,,4,7,Equally themselves and other,No,F3U,SenderFirst,666.876,35,White/Caucasian,High school diploma/A-levels,Romania,Female,U,F
157,286,TRUE,TRUE,FALSE,FALSE,TRUE,8,1,2,4,5,8,8,10,11,12,14,£9,£2,29,51,Yes,,1,4,Mostly themselves,No,M1M,SenderFirst,292.155,34,Mixed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
6,272,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,1,3,5,6,7,8,9,10,£9,£2,0,44,No,Strongly agree,7,7,Equally themselves and other,No,M3U,SenderFirst,275.8,24,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
282,566,TRUE,TRUE,FALSE,FALSE,TRUE,5,3,6,4,6,7,9,10,12,13,15,£9,£2,51,54,No,Strongly disagree,7,1,Equally themselves and other,No,F2M,ResponderFirst,571.27,31,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
184,597,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,11,12,13,15,£9,£2,63,57,Yes,,5,7,Equally themselves and other,Yes,F1M,ResponderFirst,600.547,36,White/Caucasian,Technical/community college,United Kingdom,Female,M,F
79,254,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,4,5,6,10,10,12,15,£9,£2,44,50,Yes,,6,7,Equally themselves and other,No,M2U,ResponderFirst,259.48,32,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
345,464,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,4,6,7,7,8,8,9,10,£9,£2,14,51,Yes,,6,7,Mostly themselves,No,M4M,SenderFirst,467.139,44,Other (please feel free to let us know your ethnicity via email),Technical/community college,United Kingdom,Female,M,M
92,313,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,6,7,9,10,12,13,15,£9,£2,17,67,Yes,,5,7,Equally themselves and other,No,F2M,ResponderFirst,317.014,33,White/Caucasian,Technical/community college,United Kingdom,Female,M,F
136,329,TRUE,TRUE,FALSE,FALSE,TRUE,10,2,3,5,6,8,9,11,12,14,15,£9,£2,47,59,No,Strongly agree,5,7,Mostly others,No,M4M,ResponderFirst,336.426,20,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
113,333,TRUE,TRUE,FALSE,FALSE,TRUE,6,2,2,6,8,9,13,15,17,19,17,£9,£2,0,39,Yes,,5,6,Mostly themselves,No,M4U,ResponderFirst,337.967,38,Black/British,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
199,372,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,4,5,6,7,8,9,10,£9,£2,46,36,No,Strongly agree,9,10,Equally themselves and other,No,M1U,ResponderFirst,374.851,27,East Asian,Undergraduate degree (BA/BSc/other),Mongolia,Female,U,M
314,404,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,0,2,4,5,6,7,8,9,10,£9,£2,17,8,Yes,,6,8,Mostly others,No,M2U,SenderFirst,451.199,23,South Asian,High school diploma/A-levels,United Kingdom,Female,U,M
347,413,TRUE,TRUE,FALSE,FALSE,TRUE,6,1,3,4,6,7,9,10,12,14,15,£9,£2,63,44,No,Strongly agree,7,9,Equally themselves and other,No,F3U,ResponderFirst,418.335,19,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
268,423,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,4,5,6,8,9,12,13,14,14,£9,£2,6,42,No,Strongly agree,7,7,Mostly themselves,No,M3U,ResponderFirst,429.925,23,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
2,336,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,£9,£2,57,47,No,Somewhat agree,6,7,Mostly themselves,No,M1M,SenderFirst,340.52,21,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
171,467,TRUE,TRUE,FALSE,FALSE,TRUE,10,3,5,8,10,13,13,13,16,17,20,£9,£2,50,51,Yes,,5,7,Equally themselves and other,Yes,F4M,SenderFirst,470.887,39,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
38,361,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,2,3,4,5,6,7,8,10,15,£9,£6,20,22,No,Somewhat agree,2,5,Mostly others,No,M2M,SenderFirst,364.903,20,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
312,577,TRUE,TRUE,FALSE,FALSE,TRUE,4,3,6,5,6,8,9,9,12,13,15,£9,£2,25,52,Yes,,7,8,Equally themselves and other,No,M2M,SenderFirst,582.843,60,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
189,305,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,5,7,8,10,11,12,15,£9,£2,75,51,Yes,,5,5,Only themselves,Yes,F1M,ResponderFirst,310.033,45,White / Sephardic Jew,High school diploma/A-levels,United Kingdom,Female,M,F
354,333,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,£9,£2,15,49,Yes,,0,5,Mostly others,No,F3U,SenderFirst,336.593,29,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
332,285,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,1,2,5,6,7,10,13,15,£9,£2,49,71,No,Strongly agree,7,7,Equally themselves and other,No,F3M,SenderFirst,289.973,28,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),Poland,Female,M,F
285,256,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,£9,£2,68,55,No,Strongly agree,7,7,Equally themselves and other,No,F2M,SenderFirst,261.76,25,White/Caucasian,No formal qualifications,United Kingdom,Female,M,F
391,785,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,4,5,7,8,9,10,12,13,£9,£2,80,62,Yes,,6,8,Equally themselves and other,No,M2M,SenderFirst,791.573,52,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,M,M
299,282,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,4,5,2,4,5,5,5,£9,£2,51,51,Yes,,5,8,Equally themselves and other,No,F4M,ResponderFirst,286.89,36,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
298,418,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,5,6,8,10,12,12,14,16,£9,£2,44,52,Yes,,7,7,Equally themselves and other,No,F3U,ResponderFirst,433.915,30,Other (please feel free to let us know your ethnicity via email),Technical/community college,United Kingdom,Female,U,F
164,190,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,4,5,7,8,10,11,13,13,£9,£2,47,29,Yes,,6,6,Equally themselves and other,No,F3U,SenderFirst,199.381,33,Mixed,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
73,318,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,6,6,8,12,10,16,18,20,£9,£2,53,50,Yes,,8,8,Equally themselves and other,No,M3M,SenderFirst,321.567,41,White/Caucasian,Technical/community college,United Kingdom,Female,M,M
181,333,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,2,4,4,6,7,8,10,10,12,£9,£2,13,40,Yes,,5,7,Equally themselves and other,No,F3M,ResponderFirst,337.787,44,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
209,280,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,2,3,4,5,6,7,8,9,10,£9,£2,21,47,Yes,,5,5,Equally themselves and other,No,F2M,ResponderFirst,283.648,42,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,M,F
57,305,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,0,3,1,6,9,6,0,8,17,£3,£6,47,26,No,Neither agree nor disagree,7,6,Equally themselves and other,Yes,F3M,ResponderFirst,313.291,28,White/Caucasian,Don't know / not applicable,United Kingdom,Female,M,F
284,397,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,1,0,3,1,1,3,2,1,0,£9,£2,53,18,Yes,,7,3,Equally themselves and other,No,M4U,SenderFirst,407.49,32,South Asian,Technical/community college,United Kingdom,Female,U,M
265,455,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,6,7,8,9,10,£9,£2,22,51,Yes,,8,8,Mostly themselves,Yes,M2M,ResponderFirst,460.08,35,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
278,292,TRUE,TRUE,FALSE,FALSE,TRUE,10,3,2,3,4,5,6,7,8,9,10,£9,£2,8,11,Yes,,5,10,Equally themselves and other,No,F1M,SenderFirst,297.76,27,Middle Eastern,Undergraduate degree (BA/BSc/other),Iran,Female,M,F
91,477,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,4,6,6,8,9,10,12,14,15,£9,£2,11,55,Yes,,0,5,Mostly others,No,M1U,ResponderFirst,481.069,53,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
212,475,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,1,3,4,5,6,10,11,12,11,£9,£2,40,49,No,Neither agree nor disagree,7,7,Equally themselves and other,No,F4U,SenderFirst,478.612,29,African,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,F
61,271,TRUE,TRUE,FALSE,FALSE,TRUE,10,2,5,9,10,14,18,18,23,24,30,£9,£2,63,80,Yes,,5,10,Equally themselves and other,No,F3U,SenderFirst,276.456,22,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
237,301,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,5,6,9,10,12,15,16,17,£9,£2,29,73,No,Strongly agree,1,7,Equally themselves and other,No,F2U,ResponderFirst,304.599,22,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
159,397,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,2,2,3,5,5,7,8,9,10,£9,£2,58,37,No,Strongly agree,4,8,Equally themselves and other,No,F1U,SenderFirst,399.854,28,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
16,905,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,5,7,10,12,14,13,18,18,£9,£2,19,42,Yes,,5,8,Mostly themselves,No,M2U,ResponderFirst,908.441,21,South Asian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
287,711,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,4,5,6,7,9,10,12,13,£9,£2,54,58,Yes,,7,7,Equally themselves and other,No,F1M,SenderFirst,717,45,East Asian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
339,262,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,4,5,7,8,10,12,11,13,£9,£2,51,52,Yes,,4,2,Mostly themselves,Yes,F4M,SenderFirst,266.512,23,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
371,459,TRUE,TRUE,FALSE,FALSE,TRUE,4,0,0,1,2,4,6,8,9,12,14,£9,£2,20,69,Yes,,3,6,Mostly themselves,No,F3M,SenderFirst,466.223,26,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
60,362,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,1,2,5,6,7,8,9,10,£9,£2,30,60,Yes,,8,8,Mostly themselves,No,M4M,SenderFirst,366.155,34,White/Caucasian,Graduate degree (MA/MSc/MPhil/other),Spain,Female,M,M
386,1617,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,£9,£2,65,50,Yes,,5,8,Equally themselves and other,Yes,F4M,SenderFirst,1623.984,23,Other (please feel free to let us know your ethnicity via email),Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
87,310,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,5,7,10,11,14,15,18,20,£9,£2,18,16,No,Strongly agree,2,8,Mostly others,No,M2M,SenderFirst,314.384,20,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
182,294,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,2,3,3,6,6,8,9,10,£9,£2,50,42,Yes,,8,10,Mostly themselves,No,M4M,SenderFirst,296.982,19,African,High school diploma/A-levels,United Kingdom,Female,M,M
223,310,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,4,5,6,7,8,9,10,£9,£2,0,49,Yes,,5,5,Equally themselves and other,No,M1M,SenderFirst,319.031,24,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
50,893,TRUE,TRUE,FALSE,FALSE,TRUE,5,3,3,3,6,5,6,7,8,9,10,£9,£2,11,46,Yes,,7,9,Mostly themselves,No,M1U,SenderFirst,899.547,69,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
369,407,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,4,6,7,10,14,17,18,20,£9,£2,55,52,Yes,,7,9,Mostly themselves,No,F2U,ResponderFirst,410.049,54,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
218,268,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,6,7,9,10,12,13,15,£9,£6,27,50,Yes,,6,6,Mostly themselves,No,M3U,ResponderFirst,274.909,49,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,M
76,262,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,9,1,9,12,10,13,21,£9,£6,34,79,No,Strongly agree,2,5,Equally themselves and other,No,F2U,ResponderFirst,266.003,24,White / Sephardic Jew,Technical/community college,United Kingdom,Female,U,F
377,462,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,2,3,4,5,6,7,8,9,10,£9,£2,43,52,No,Somewhat agree,2,6,Equally themselves and other,No,M1U,SenderFirst,468.024,29,White/Caucasian,Undergraduate degree (BA/BSc/other),Czech Republic,Female,U,M
220,290,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,4,8,9,9,10,12,14,20,£9,£2,45,53,Yes,,5,9,Mostly others,No,F1U,SenderFirst,293.344,29,White/Caucasian,Undergraduate degree (BA/BSc/other),Portugal,Female,U,F
94,408,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,8,7,10,10,10,£9,£2,37,54,No,Neither agree nor disagree,4,5,Equally themselves and other,No,F4U,SenderFirst,416.141,36,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
384,483,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,2,4,8,7,8,10,12,15,15,£9,£2,57,50,Yes,,3,8,Equally themselves and other,No,F2U,SenderFirst,489.11,58,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
179,242,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,2,4,6,8,9,12,11,15,18,£9,£2,54,65,No,Neither agree nor disagree,7,8,Equally themselves and other,No,F4U,SenderFirst,249.29,25,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
319,430,TRUE,TRUE,FALSE,FALSE,TRUE,7,1,2,3,8,7,12,10,12,13,15,£9,£2,38,38,Yes,,6,6,Equally themselves and other,No,M3U,SenderFirst,433.424,20,White/Caucasian,High school diploma/A-levels,Poland,Female,U,M
139,253,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,2,6,10,13,13,17,17,18,15,£9,£2,50,79,No,Somewhat agree,7,6,Mostly themselves,No,M2U,SenderFirst,257.768,25,Mixed,Graduate degree (MA/MSc/MPhil/other),United Kingdom,Female,U,M
19,603,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,2,3,5,6,7,10,13,15,£9,£2,5,66,No,Strongly disagree,2,5,Equally themselves and other,Yes,M1U,ResponderFirst,609.511,26,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,M
174,546,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,2,3,5,7,8,10,11,14,15,£9,£2,10,31,No,Strongly agree,2,7,Mostly themselves,Yes,M4M,SenderFirst,549.029,26,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,M
333,433,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,2,3,4,5,6,7,8,9,10,£9,£2,66,51,Yes,,3,7,Mostly others,No,F1M,SenderFirst,436.736,22,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,M,F
172,302,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,1,1,1,2,1,2,1,2,1,£3,£2,48,53,No,Strongly agree,1,5,Mostly themselves,No,F2M,ResponderFirst,357.691,28,White/Caucasian,High school diploma/A-levels,Italy,Female,M,F
78,587,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,£9,£2,51,48,Yes,,5,9,Mostly others,No,M3U,SenderFirst,591.375,59,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,M
137,324,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,0,2,3,5,5,7,7,7,10,£9,£2,1,28,Yes,,4,6,Mostly themselves,No,F3M,ResponderFirst,328.291,20,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
33,494,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,6,7,9,10,12,13,15,£9,£2,4,47,Yes,,4,6,Equally themselves and other,No,M4U,ResponderFirst,497.592,31,White/Caucasian,Secondary education (e.g. GED/GCSE),United Kingdom,Female,U,M
344,227,TRUE,TRUE,FALSE,FALSE,TRUE,3,2,3,5,8,7,9,10,12,13,14,£9,£2,45,46,Yes,,6,6,Mostly themselves,No,F1U,ResponderFirst,231.395,23,White/Caucasian,Undergraduate degree (BA/BSc/other),Lithuania,Female,U,F
7,328,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,4,6,8,11,12,12,15,£9,£2,29,38,No,Strongly agree,5,7,Equally themselves and other,No,F4U,ResponderFirst,333.062,20,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,U,F
23,261,TRUE,TRUE,FALSE,FALSE,TRUE,5,3,3,5,6,9,11,13,15,18,21,£9,£2,52,44,Yes,,2,8,Mostly others,No,F4U,SenderFirst,264.888,29,White/Caucasian,Doctorate degree (PhD/other),United Kingdom,Female,U,F
175,353,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,0,2,3,4,4,6,12,15,£9,£2,20,24,No,Strongly agree,7,9,Mostly themselves,No,F2U,SenderFirst,359.751,19,Mixed,High school diploma/A-levels,United Kingdom,Female,U,F
140,426,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,5,6,8,9,11,12,14,15,£9,£2,20,50,Yes,,3,7,Equally themselves and other,No,F1U,SenderFirst,429.885,29,White/Caucasian,Undergraduate degree (BA/BSc/other),United Kingdom,Female,U,F
122,257,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,5,5,7,9,10,10,10,£9,£2,1,41,Yes,,4,6,Mostly themselves,No,F3U,SenderFirst,261.932,31,White/Caucasian,Technical/community college,United Kingdom,Female,U,F
326,301,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,3,4,6,7,9,11,12,15,15,£9,£2,13,0,Yes,,5,6,Equally themselves and other,No,M1M,ResponderFirst,304.796,22,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,M
397,1372,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,3,4,6,7,9,10,12,13,15,£9,£2,50,51,Yes,,5,7,Mostly themselves,No,F4M,ResponderFirst,1381.235,35,African,Graduate degree (MA/MSc/MPhil/other),Nigeria,Female,M,F
401,467,TRUE,TRUE,FALSE,FALSE,TRUE,0,1,2,3,4,5,6,7,8,9,10,£9,£2,94,63,Yes,,2,7,Equally themselves and other,No,M3U,SenderFirst,473.819,50,Other (please feel free to let us know your ethnicity via email),Doctorate degree (PhD/other),United Kingdom,Female,U,M
134,234,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,3,4,6,7,8,10,12,13,14,£9,£2,51,15,Yes,,6,8,Mostly themselves,No,F4M,ResponderFirst,237.516,38,White/Caucasian,High school diploma/A-levels,United Kingdom,Female,M,F
