ID,Duration (in seconds),Finished,Check1,Check2,Check3,Check4,Sender,Responder3,Responder6,Responder9,Responder12,Responder15,Responder18,Responder21,Responder24,Responder27,Responder30,paired_picture,Comprehension1,Comprehension2,"Based on the information from the previous questions, and recalling that the Sender received £10 at the beginning of the interaction, how much do they earn in total?","Based on the information from the previous questions, and recalling that the Responder received £10 at the beginning of the interaction, how much do they earn in total?",attractiveness,trustworthy,vaccine,vaccine attitude,To.what.extent.do.you.think.wearing.a.mask.prevents.you.from.CATCHING.Covid.19....1,To.what.extent.do.you.think.wearing.a.mask.prevents.you.from.SPREADING.Covid.19....1,protection,behaviour,proportionofmask,party,Other party,Did.you.have.any.difficulty.understanding.any.part.of.this.task.,Picture,Picturelabel,Order,Sex
242,302,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,5,6,6,7,9,10,13,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),20,60,Yes,,6,8,Equally themselves and other,Much less frequently,1 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Female
300,434,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,0,1,3,5,7,9,11,13,15,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),48,54,Yes,,2,8,Mostly others,As frequently,1 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,SenderFirst,Male
214,336,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),48,47,Yes,,7,9,Equally themselves and other,As frequently,3 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Female
396,584,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,4,1,2,4,6,6,7,8,7,IM_4ZqjR4g0Rn03oCG,£3,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),61,48,Yes,,2,5,Only themselves,Much less frequently,3 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,ResponderFirst,Male
138,589,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,2,3,6,7,12,14,14,18,20,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),75,86,Yes,,3,9,Mostly others,As frequently,4 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,ResponderFirst,Female
330,493,TRUE,TRUE,FALSE,FALSE,TRUE,3,0,1,2,4,5,6,7,9,10,12,IM_4ZqjR4g0Rn03oCG,£9,£6,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),46,50,Yes,,5,9,Equally themselves and other,Less frequently,6 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Male
115,348,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,3,4,6,7,9,9,12,13,15,IM_4ZqjR4g0Rn03oCG,£9,£2,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),33,71,Yes,,8,8,Equally themselves and other,As frequently,2 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,ResponderFirst,Male
269,1353,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,4,5,6,7,8,9,10,IM_0oZ7Ttwi4WedGh8,£9,£2,£19  (Initial £10 minus £3 sent plus £12 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),65,76,Yes,,9,8,Equally themselves and other,As frequently,7 out of 10,Conservative Party,,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,SenderFirst,Female
331,449,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,4,5,8,9,11,14,16,18,20,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),51,77,Yes,,6,7,Equally themselves and other,Less frequently,2 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Male
235,325,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,11,12,14,15,IM_88qvHaPboaWxCHI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),25,1,Yes,,5,8,Equally themselves and other,As frequently,5 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,SenderFirst,Male
309,349,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,4,5,6,7,8,9,10,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),49,49,Yes,,7,7,Mostly themselves,As frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,ResponderFirst,Male
171,454,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,5,6,7,8,9,10,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),50,66,No,Strongly agree,5,7,Mostly others,As frequently,5 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,ResponderFirst,Female
398,643,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,0,1,3,5,7,9,11,13,15,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),61,41,Yes,,1,4,Mostly others,Much less frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,SenderFirst,Male
332,724,TRUE,TRUE,FALSE,FALSE,TRUE,0,0,0,0,0,0,0,0,0,0,0,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),45,47,Yes,,7,7,Equally themselves and other,Much less frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Male
334,661,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,5,6,8,9,11,12,14,15,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£21  (Initial £10 plus £13 received from Sender minus £2 returned),50,50,Yes,,1,9,Mostly others,As frequently,2 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Male
222,542,TRUE,TRUE,FALSE,FALSE,TRUE,10,0,0,1,3,5,6,7,8,13,15,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),61,57,Yes,,2,6,Equally themselves and other,As frequently,9 out of 10,Other Party (Please specify),SDP,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Male
34,302,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,9,9,11,12,23,15,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),48,70,Yes,,7,7,Equally themselves and other,As frequently,7 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Female
322,490,TRUE,TRUE,FALSE,FALSE,TRUE,2,2,3,4,7,8,8,11,14,16,19,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),51,55,Yes,,1,1,Equally themselves and other,Much less frequently,3 out of 10,Scottish National Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Male
394,434,TRUE,TRUE,FALSE,FALSE,TRUE,10,0,0,1,3,5,7,9,11,13,15,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),53,100,Yes,,5,8,Mostly others,As frequently,3 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Male
250,394,TRUE,TRUE,FALSE,FALSE,TRUE,10,3,6,9,12,15,18,21,24,27,30,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),33,48,Yes,,4,5,Equally themselves and other,Much less frequently,9 out of 10,Scottish National Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Female
241,255,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,6,8,8,7,10,13,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),46,61,Yes,,7,7,Mostly themselves,More frequently,3 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,SenderFirst,Female
335,333,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,7,9,10,12,13,15,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),22,40,Yes,,8,9,Equally themselves and other,Much more frequently,6 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,SenderFirst,Male
122,420,TRUE,TRUE,FALSE,FALSE,TRUE,10,0,0,0,3,5,7,9,11,13,15,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),42,58,Yes,,6,5,Mostly themselves,Less frequently,9 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,ResponderFirst,Male
143,409,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,4,5,6,7,8,9,10,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),48,48,Yes,,4,8,Equally themselves and other,Much more frequently,9 out of 10,Conservative Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Male
306,780,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,5,6,7,10,10,12,15,14,IM_aiaD9dT9bIBrq9U,£9,£2,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£16  (Initial £10 plus £8 received from Sender minus £2 returned),46,68,Yes,,4,4,Mostly themselves,As frequently,6 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,ResponderFirst,Male
326,439,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,2,3,4,5,6,7,8,9,10,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),18,44,Yes,,6,7,Equally themselves and other,As frequently,4 out of 10,Conservative Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Male
374,659,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,6,7,8,9,11,10,15,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),44,40,Yes,,2,8,Mostly themselves,As frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,ResponderFirst,Male
61,634,TRUE,TRUE,FALSE,FALSE,TRUE,2,0,1,2,3,3,3,8,8,13,14,IM_88qvHaPboaWxCHI,£9,£2,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),2,21,Yes,,6,6,Equally themselves and other,Much less frequently,1 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,ResponderFirst,Male
284,377,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,5,6,8,9,11,12,15,15,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),50,25,Yes,,2,7,Equally themselves and other,Less frequently,3 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Male
156,304,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,5,8,8,12,12,15,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),29,48,Yes,,6,8,Mostly themselves,As frequently,3 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,ResponderFirst,Female
20,538,TRUE,TRUE,FALSE,FALSE,TRUE,10,2,3,5,6,8,9,11,12,14,20,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),21,83,Yes,,6,8,Mostly themselves,As frequently,1 out of 10,Labour Party,,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,ResponderFirst,Male
349,311,TRUE,TRUE,FALSE,FALSE,TRUE,3,1,2,3,4,5,6,7,8,9,10,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),53,48,Yes,,1,9,Equally themselves and other,As frequently,7 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,ResponderFirst,Male
281,436,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,6,7,8,9,10,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),0,50,Yes,,8,10,Equally themselves and other,As frequently,7 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Male
52,364,TRUE,TRUE,FALSE,FALSE,TRUE,5,0,0,0,0,0,0,0,0,0,0,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),53,0,Yes,,7,8,Equally themselves and other,Less frequently,4 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,ResponderFirst,Male
189,310,TRUE,TRUE,FALSE,FALSE,TRUE,2,1,2,3,4,5,6,7,8,10,10,IM_2lfkHYDRurE5WOa,£9,£6,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£16  (Initial £10 plus £8 received from Sender minus £2 returned),49,53,No,Strongly disagree,5,5,Equally themselves and other,Much less frequently,5 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Female
146,753,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,3,4,6,8,9,11,12,15,15,IM_6l3zv93vhdkKMXc,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),62,72,Yes,,6,7,Equally themselves and other,As frequently,4 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc,F4M,ResponderFirst,Female
288,285,TRUE,TRUE,FALSE,FALSE,TRUE,4,1,3,4,5,7,7,9,11,11,13,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),29,50,Yes,,3,7,Equally themselves and other,Much less frequently,7 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,SenderFirst,Male
3,392,TRUE,TRUE,FALSE,FALSE,TRUE,7,1,3,3,5,5,5,7,8,9,12,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),49,54,Yes,,5,6,Mostly others,Less frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Female
123,265,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,3,2,6,5,8,8,11,13,11,IM_88qvHaPboaWxCHI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),32,45,Yes,,5,5,Equally themselves and other,Less frequently,2 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,ResponderFirst,Female
165,221,TRUE,TRUE,FALSE,FALSE,TRUE,6,1,3,5,7,8,10,10,12,12,15,IM_2lfkHYDRurE5WOa,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),39,46,Yes,,5,6,Equally themselves and other,Less frequently,3 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa,F1M,SenderFirst,Female
351,283,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,8,9,12,13,15,IM_88qvHaPboaWxCHI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),13,68,Yes,,8,9,Equally themselves and other,Much less frequently,2 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,SenderFirst,Male
312,385,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,6,8,5,14,10,20,15,20,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),44,84,Yes,,8,9,Equally themselves and other,Less frequently,1 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Male
215,353,TRUE,TRUE,FALSE,FALSE,TRUE,10,0,2,3,4,5,6,7,8,9,10,IM_88qvHaPboaWxCHI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),0,100,Yes,,0,8,Only others,More frequently,2 out of 10,Other Party (Please specify),Brexit party,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,SenderFirst,Male
93,282,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,3,4,6,8,9,11,12,13,15,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),51,64,Yes,,8,8,Equally themselves and other,As frequently,9 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,ResponderFirst,Male
70,395,TRUE,TRUE,FALSE,FALSE,TRUE,7,2,3,1,6,4,12,0,12,6,20,IM_8oCSI7ypkM0TWhU,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),41,60,Yes,,2,9,Equally themselves and other,As frequently,3 out of 10,Conservative Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU,F2U,ResponderFirst,Male
38,546,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,1,3,5,7,9,10,11,14,16,IM_88qvHaPboaWxCHI,£9,£2,£13  (Initial £10 minus £3 sent plus £6 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),15,59,Yes,,0,0,Mostly themselves,Much less frequently,6 out of 10,Did not vote,,Yes,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI,F2M,ResponderFirst,Male
290,1133,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,1,2,2,5,5,5,5,8,8,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),20,39,Yes,,5,6,Equally themselves and other,Much less frequently,2 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,ResponderFirst,Female
228,675,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,4,6,6,7,9,11,12,13,15,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),24,44,Yes,,5,5,Equally themselves and other,Much less frequently,7 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,ResponderFirst,Female
140,489,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,7,9,10,12,13,15,IM_4ZqjR4g0Rn03oCG,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),47,46,Yes,,6,7,Equally themselves and other,As frequently,3 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG,F3M,SenderFirst,Male
85,313,TRUE,TRUE,FALSE,FALSE,TRUE,10,1,2,3,5,6,8,10,10,10,12,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),34,39,Yes,,7,7,Mostly themselves,Less frequently,7 out of 10,Did not vote,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,SenderFirst,Female
134,445,TRUE,TRUE,FALSE,FALSE,TRUE,5,1,3,4,6,8,9,10,12,13,15,IM_aiaD9dT9bIBrq9U,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),64,55,Yes,,2,7,Equally themselves and other,As frequently,6 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,SenderFirst,Female
183,379,TRUE,TRUE,FALSE,FALSE,TRUE,7,3,5,4,6,8,10,12,14,17,17,IM_0oZ7Ttwi4WedGh8,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),70,70,Yes,,8,8,Equally themselves and other,As frequently,7 out of 10,Other Party (Please specify),Plaid Cymru,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8,F4U,ResponderFirst,Female
254,522,TRUE,TRUE,FALSE,FALSE,TRUE,1,1,2,3,4,5,6,7,8,9,10,IM_aiaD9dT9bIBrq9U,£9,£2,£22  (Initial £10 minus £3 sent plus £15 received from Responder),£16  (Initial £10 plus £8 received from Sender minus £2 returned),60,69,Yes,,8,7,Only themselves,Less frequently,3 out of 10,Labour Party,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U,F1U,SenderFirst,Male
14,298,TRUE,TRUE,FALSE,FALSE,TRUE,5,2,4,6,9,10,7,5,5,4,2,IM_9EIPomYaFXa0SvI,£9,£2,£22  (Initial £10 minus £3 sent plus £15 received from Responder),£17  (Initial £10 plus £9 received from Sender minus £2 returned),71,49,Yes,,7,8,Mostly themselves,Much less frequently,7 out of 10,Liberal Democrats,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,SenderFirst,Female
289,376,TRUE,TRUE,FALSE,FALSE,TRUE,1,2,4,6,8,10,12,14,16,18,20,IM_9EIPomYaFXa0SvI,£9,£2,£9  (Initial £10 minus £3 sent plus £2 received from Responder),£11  (Initial £10 plus £3 received from Sender minus £2 returned),35,56,Yes,,3,8,Equally themselves and other,As frequently,8 out of 10,Prefer not to say,,No,https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI,F3U,ResponderFirst,Male
