"","Response.ID","Consent","Comprehension_1","Comprehension_2","main_task","check_question","attractive_p1","attractive_p2","trustworthy_p1","trustworthy_p2","mask_perception","mask_wearing","PROLIFIC_PID","Amount","Amount.for.other","Picture.Bundle.1","Pic.Label.1","Picture.Bundle.2","Pic.Label.2","session_id","participant_id","status","started_datetime","completed_date_time","time_taken","age","num_approvals","num_rejections","prolific_score","reviewed_at_datetime","entered_code","Country.of.Birth","Current.Country.of.Residence","Employment.Status","Ethnicity","First.Language","Fluent.languages","Highest.education.level.completed","Nationality","Sex","Student.Status"
"190","R_1OvtFoC3MwMSx8J",1,2,1,1,"£20",40,50,70,70,"Mostly themselves","No","5c4196dae14431000107574d","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c194c2b803eac0e7c6a0a4","5c4196dae14431000107574d","APPROVED","2022-07-03 13:08:23.403000","2022-07-03 13:12:40.289000",256.886,56,733,0,100,"2022-07-04 08:48:11.543000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"121","R_5grdf6bHataPSWR",1,2,1,1,"£20",70,70,51,51,"Equally themselves and others","No","5c4782d9cae0ab000188d2b4","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c194b6ee49f14344e12ad4","5c4782d9cae0ab000188d2b4","APPROVED","2022-07-03 13:08:09.283000","2022-07-03 13:09:54.538000",105.255,51,831,8,99,"2022-07-04 08:48:06.842000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"78","R_2e836EDux4IXA6o",1,2,1,1,"£10",31,50,31,30,"Mostly themselves","No","5c5208dee3209c000177e957","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c021139d119d7bcaf1fa54","5c5208dee3209c000177e957","APPROVED","2022-07-02 10:42:27.668000","2022-07-02 10:45:38.609000",190.941,61,1303,2,100,"2022-07-04 08:47:58.791000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"98","R_1FQIon7TXsUOCc7",1,2,1,2,"£20",21,32,1,0,"Equally themselves and others","No","5c5caa79cfdd2800011fc34f","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c021144c709b7cb0c7ad0b","5c5caa79cfdd2800011fc34f","APPROVED","2022-07-02 10:43:13.678000","2022-07-02 10:47:24.072000",250.394,38,973,15,97,"2022-07-04 08:47:59.006000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"192","R_1eWs2uHRuUTReHM",1,2,1,2,"£10",70,70,50,50,"Equally themselves and others","Yes","5c5d36bc034e280001644c3b","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194a31a17b77233407b4f","5c5d36bc034e280001644c3b","APPROVED","2022-07-03 13:07:59.665000","2022-07-03 13:12:55.246000",295.581,53,1300,13,98,"2022-07-04 08:48:02.829000","868E37F5","Zimbabwe","United Kingdom","Full-Time","Mixed","English","English","Technical/community college","United Kingdom","Female","No"
"112","R_VL9NHYUMK9dv1dv",1,2,1,1,"£10",75,50,50,50,"Equally themselves and others","No","5c7427d637793100010f8bff","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194afa38a23d907d4d006","5c7427d637793100010f8bff","APPROVED","2022-07-03 13:07:59.835000","2022-07-03 13:09:38.517000",98.682,25,832,0,100,"2022-07-04 08:48:05.139000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","Other (please feel free to let us know your ethnicity via email)","English","French, Arabic, English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","Yes"
"118","R_2YJQsbS5jn0KqZO",1,2,1,1,"£10",58,57,52,52,"Equally themselves and others","No","5c7c38999f29bd0001349ca9","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194a1673b65f82cefeafb","5c7c38999f29bd0001349ca9","APPROVED","2022-07-03 13:07:49.396000","2022-07-03 13:09:47.310000",117.914,23,450,2,100,"2022-07-04 08:48:02.468000","868E37F5","United Kingdom","United Kingdom","Part-Time","Black/British","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"172","R_1JUwo9Uzhk4x236",1,2,1,2,"£20",75,75,55,82,"Equally themselves and others","Yes","5c7dab69cad0dc0017e588fb","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194c231934dae508d2e46","5c7dab69cad0dc0017e588fb","APPROVED","2022-07-03 13:08:25.628000","2022-07-03 13:11:01.659000",156.031,23,235,1,100,"2022-07-04 08:48:11.379000","868E37F5","Australia","United Kingdom","Part-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","Yes"
"159","R_29jpg6EGrsnVDxV",1,2,1,1,"£10",89,79,50,50,"Equally themselves and others","No","5c7e7549c2d6ce00175aecef","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194bcf7a7ad38c462fccd","5c7e7549c2d6ce00175aecef","APPROVED","2022-07-03 13:08:23.880000","2022-07-03 13:10:47.889000",144.009,29,449,3,100,"2022-07-04 08:48:09.337000","868E37F5","Slovakia","United Kingdom","Part-Time","White/Caucasian","Slovak","English, Czech, Slovak, Polish","High school diploma/A-levels","Slovakia","Female","No"
"129","R_pavfAlWC2BI2WRP",1,2,1,1,"£20",50,50,40,36,"Mostly themselves","No","5c80367593fa450014546aca","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194c116963fa95848afbe","5c80367593fa450014546aca","APPROVED","2022-07-03 13:08:17.748000","2022-07-03 13:10:05.634000",107.886,29,993,4,100,"2022-07-04 08:48:11.100000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"97","R_2WAXhJTBehBOqqK",1,2,1,1,"£20",50,60,60,61,"Equally themselves and others","Yes","5c82a5b5c2ceec0017199b48","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c0210bfee437f830a29598","5c82a5b5c2ceec0017199b48","APPROVED","2022-07-02 10:42:20.998000","2022-07-02 10:47:10.253000",289.255,38,429,2,100,"2022-07-04 08:47:56.192000","868E37F5","United Kingdom","United Kingdom","DATA EXPIRED","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"43","R_27UwJWQkXDDhd1e",1,2,1,2,"£20",40,80,4,92,"Equally themselves and others","No","5c86303fc2ceec001719a6eb","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c021184c5eed1d2ad8a84b","5c86303fc2ceec001719a6eb","APPROVED","2022-07-02 10:42:32.032000","2022-07-02 10:44:23.381000",111.349,26,1036,0,100,"2022-07-04 08:48:00.088000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"188","R_28U7BaInTW1N9s5",1,2,1,1,"£20",51,53,60,62,"Mostly themselves","No","5ca650fc557aec0012e200d8","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194b44046f6ebf52b1945","5ca650fc557aec0012e200d8","APPROVED","2022-07-03 13:08:07.736000","2022-07-03 13:12:15.518000",247.782,42,1119,8,99,"2022-07-04 08:48:06.569000","868E37F5","Hong Kong","United Kingdom","Full-Time","East Asian","Chinese","Chinese, English","Doctorate degree (PhD/other)","United Kingdom","Female","No"
"40","R_2OIKdCuYubYxZAD",1,2,1,1,"£20",50,31,50,50,"Equally themselves and others","Yes","5cb2d3be2df32800172e3736","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c020f7d7fd8d02fcf65b03","5cb2d3be2df32800172e3736","APPROVED","2022-07-02 10:42:03.690000","2022-07-02 10:44:19.098000",135.408,40,1135,3,100,"2022-07-04 08:47:50.885000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"92","R_3QFzP48fUc5RkYi",1,2,1,2,"£20",34,52,64,64,"Mostly others","No","5cb6f38ffdc7fa0013f809a3","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c021080f12a51a2d5c21b2","5cb6f38ffdc7fa0013f809a3","APPROVED","2022-07-02 10:42:16.543000","2022-07-02 10:46:32.272000",255.729,66,940,2,100,"2022-07-04 08:47:55.426000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English, Croatian","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"17","R_2D0wF0UVeTtbvFR",1,2,1,2,"£10",70,60,70,60,"Equally themselves and others","Yes","5cc310bef457fc0013d42743","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c020fcfba31e82a5e03169","5cc310bef457fc0013d42743","APPROVED","2022-07-02 10:42:10.046000","2022-07-02 10:43:39.786000",89.74,33,636,2,100,"2022-07-04 08:47:51.980000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"75","R_1rGnMsIEL3ilpFu",1,2,1,2,"£20",79,82,59,78,"Equally themselves and others","No","5cd47eac121337001afb9e96","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c020ff873bb933ce18ab66","5cd47eac121337001afb9e96","APPROVED","2022-07-02 10:42:11.826000","2022-07-02 10:45:26.912000",195.086,35,478,3,99,"2022-07-04 08:47:52.758000","868E37F5","Saint Vincent and the Grenadines","United Kingdom","Full-Time","Caribbean","English","English","High school diploma/A-levels","Saint Vincent and the Grenadines","Male","No"
"63","R_28Nc8ivggCZ3fNl",1,2,1,2,"£20",31,40,51,47,"Mostly themselves","No","5cd6c6fd987ddd00187b79fd","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c020f890f0a82a75bd30ed","5cd6c6fd987ddd00187b79fd","APPROVED","2022-07-02 10:42:03.742000","2022-07-02 10:44:54.649000",170.907,28,1116,1,100,"2022-07-04 08:47:51.005000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"25","R_1Kx6jPZE155Qy6B",1,2,1,1,"£20",64,70,79,75,"Equally themselves and others","No","5cf656e90acc8f000147f643","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c020ecb661707d53b76dd4","5cf656e90acc8f000147f643","APPROVED","2022-07-02 10:41:48.104000","2022-07-02 10:43:57.058000",128.954,28,1184,1,100,"2022-07-04 08:47:49.676000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"147","R_1k1cyPCXd7DQEkV",1,2,1,2,"£20",69,60,51,50,"Equally themselves and others","No","5d02c0e382e4f00001aa20cd","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c194b1cf0c087c52f10915","5d02c0e382e4f00001aa20cd","APPROVED","2022-07-03 13:08:01.520000","2022-07-03 13:10:31.434000",149.914,51,984,4,100,"2022-07-04 08:48:05.578000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English, French, Spanish","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"41","R_3nBJK8zP9loVafO",1,2,1,2,"£20",57,68,77,82,"Equally themselves and others","No","5d0cd09edff7d70019e6e045","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c020ff7af22dd128f1fa44","5d0cd09edff7d70019e6e045","APPROVED","2022-07-02 10:42:07.889000","2022-07-02 10:44:19.299000",131.41,27,285,8,97,"2022-07-04 08:47:52.937000","868E37F5","India","United Kingdom","Full-Time","Mixed","Tamil","English, Tamil","Doctorate degree (PhD/other)","United Kingdom","Male","No"
"62","R_3RxO4qUlLCwthco",1,2,1,1,"£10",40,75,90,90,"Only others","No","5d1a69d8f97a18001977e0d7","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c020f5f886443398c7ad10","5d1a69d8f97a18001977e0d7","APPROVED","2022-07-02 10:42:07.634000","2022-07-02 10:44:53.415000",165.781,45,1859,1,100,"2022-07-04 08:47:50.769000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"90","R_30cxMe9meoLLSgk",1,2,1,2,"£20",50,50,50,60,"Equally themselves and others","No","5d384c97285d1400199a2886","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c021041118e9b08a9c9f60","5d384c97285d1400199a2886","APPROVED","2022-07-02 10:42:12.098000","2022-07-02 10:46:24.521000",252.423,45,959,4,100,"2022-07-04 08:47:54.258000","868E37F5","China","United Kingdom","Full-Time","East Asian","Chinese","Chinese, English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"71","R_2yllkbMXjg4g3iy",1,2,1,2,"£10",75,60,80,50,"Equally themselves and others","Yes","5d470786da637a00014ba26f","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c021093042f10eabd96219","5d470786da637a00014ba26f","APPROVED","2022-07-02 10:42:17.752000","2022-07-02 10:45:15.066000",177.314,36,1895,0,100,"2022-07-04 08:47:55.871000","868E37F5","United Kingdom","United Kingdom","Full-Time","Mixed","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","No"
"4","R_3XlHoqNJeyEHtpn",1,2,1,2,"£10",53,56,52,41,"Equally themselves and others","No","5d5167d1374c5d0001b56d8b","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62bf10bffe374a1a8f230955","5d5167d1374c5d0001b56d8b","APPROVED","2022-07-01 15:20:34.688000","2022-07-01 15:23:11.873000",157.185,53,503,4,99,"2022-07-04 08:48:01.634000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"131","R_3Ej4Rnf1GMehF9d",1,2,1,2,"£20",60,56,50,70,"Equally themselves and others","No","5d544ce3be713b0001841f1e","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194b00e4ec22fab23b014","5d544ce3be713b0001841f1e","APPROVED","2022-07-03 13:08:09.974000","2022-07-03 13:10:09.307000",119.333,33,768,3,100,"2022-07-04 08:48:05.289000","868E37F5","Ireland","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","Ireland","Female","Yes"
"56","R_30oA1loxJUI6kr5",1,2,1,1,"£20",85,85,90,85,"Equally themselves and others","Yes","5d5a75c570a7c1000152623e","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c0210ab81cf1977f37094a","5d5a75c570a7c1000152623e","APPROVED","2022-07-02 10:42:43.707000","2022-07-02 10:44:48.309000",124.602,37,1277,2,100,"2022-07-04 08:47:56.035000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Doctorate degree (PhD/other)","United Kingdom","Male","No"
"141","R_2SJkuzunFs4IugP",1,2,1,1,"£20",51,51,40,61,"Equally themselves and others","No","5d5c57cc56f9ab001bce8f93","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194ad2ca27422a73876ee","5d5c57cc56f9ab001bce8f93","APPROVED","2022-07-03 13:07:59.339000","2022-07-03 13:10:22.420000",143.081,23,59,0,100,"2022-07-04 08:48:04.492000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"178","R_yDT3IhNjIiGvNjX",1,2,1,1,"£20",55,50,50,40,"Mostly themselves","No","5d6f8881a273800019397e62","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c194c0f759f50364dc0e22","5d6f8881a273800019397e62","APPROVED","2022-07-03 13:08:16.922000","2022-07-03 13:11:19.181000",182.259,40,804,4,100,"2022-07-04 08:48:10.811000","868E37F5","Ireland","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","Ireland","Female","No"
"164","R_4GhZ4Vkm5t0P99D",1,2,1,2,"£20",40,55,50,50,"Mostly others","Yes","5d7874252f037f0016637125","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c194b981ad1b42999ebb6f","5d7874252f037f0016637125","APPROVED","2022-07-03 13:08:09.700000","2022-07-03 13:10:54.576000",164.876,74,1144,3,100,"2022-07-04 08:48:08.130000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"126","R_1jIMHJjLu5rg9nP",1,2,1,1,"£20",59,21,75,14,"Mostly themselves","No","5d8cef3c28e183001a335ab0","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194bf227567ac923af3e3","5d8cef3c28e183001a335ab0","APPROVED","2022-07-03 13:08:21.776000","2022-07-03 13:10:04.502000",102.726,33,1802,1,100,"2022-07-04 08:48:10.132000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"7","R_1LtfqJAg915IBjz",1,2,1,1,"£20",70,50,50,51,"Mostly themselves","No","5dbf5e7c22ea183fae8ba4c4","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62bf1116a6e0d49485d8a874","5dbf5e7c22ea183fae8ba4c4","APPROVED","2022-07-01 15:22:00.847000","2022-07-01 15:25:15.353000",194.506,29,121,0,100,"2022-07-04 08:48:02.227000","868E37F5","South Africa","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","South Africa","Female","No"
"85","R_bQLDY41Kelrjy8h",1,2,1,2,"£10",40,40,40,40,"Mostly themselves","No","5dee11c6d35cc34acae7c301","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c021105171fbc18bfd0489","5dee11c6d35cc34acae7c301","APPROVED","2022-07-02 10:43:41.750000","2022-07-02 10:45:59.689000",137.939,67,985,11,98,"2022-07-04 08:47:57.672000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"76","R_2XjTCm0GmEdCH40",1,2,1,1,"£15",79,79,79,82,"Equally themselves and others","Yes","5dfb7cbd01423f8a774d893b","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c021145b54b3f7599172ab","5dfb7cbd01423f8a774d893b","APPROVED","2022-07-02 10:42:28.326000","2022-07-02 10:45:29.224000",180.898,70,1330,20,97,"2022-07-04 08:47:59.112000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Male","Yes"
"36","R_10UzviBaw9hprBx",1,2,1,2,"£20",50,50,49,51,"Mostly themselves","No","5e07aa9cb638531138f72587","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c02114d7fd8d02fcf65b04","5e07aa9cb638531138f72587","APPROVED","2022-07-02 10:42:28.787000","2022-07-02 10:44:13.116000",104.329,56,1235,0,100,"2022-07-04 08:47:59.226000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"27","R_NUsQVR0QJEWxhqp",1,2,1,1,"£20",50,40,60,51,"Equally themselves and others","Yes","5e1e26bc677d6f1913ec0111","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c0210ffba31e82a5e0316a","5e1e26bc677d6f1913ec0111","APPROVED","2022-07-02 10:42:23.276000","2022-07-02 10:44:02.187000",98.911,56,1014,3,100,"2022-07-04 08:47:57.183000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","No"
"144","R_24O8v4nAM9EZ9PE",1,2,1,1,"£20",72,50,85,57,"Mostly others","Yes","5e229dbc11c27b57483b94b3","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194ba7b116de29fbecc44","5e229dbc11c27b57483b94b3","APPROVED","2022-07-03 13:08:10.445000","2022-07-03 13:10:27.248000",136.803,38,424,1,100,"2022-07-04 08:48:08.395000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
